p1_1,p1_2,p1_3,p1_4,p1_5,p1_6,p1_7,p1_8,p1_9,p1_10,p2_1,p2_2,p2_3,p2_4,p2_5,p2_6,p2_7,p2_8,p2_9,p2_10,move,opponent
C,D,D,E,E,E,E,E,E,E,D,C,C,E,E,E,E,E,E,E,D,EveryNthDefectorPlayer_4
C,D,D,D,E,E,E,E,E,E,D,C,C,C,E,E,E,E,E,E,D,EveryNthDefectorPlayer_4
C,D,D,D,D,E,E,E,E,E,D,C,C,C,D,E,E,E,E,E,D,EveryNthDefectorPlayer_4
C,D,D,D,D,D,E,E,E,E,D,C,C,C,D,C,E,E,E,E,D,EveryNthDefectorPlayer_4
C,D,D,D,D,D,D,E,E,E,D,C,C,C,D,C,C,E,E,E,C,EveryNthDefectorPlayer_4
C,D,D,D,D,D,D,C,E,E,D,C,C,C,D,C,C,C,E,E,C,EveryNthDefectorPlayer_4
C,D,D,D,D,D,D,C,C,E,D,C,C,C,D,C,C,C,D,E,D,EveryNthDefectorPlayer_4
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,C,EveryNthDefectorPlayer_5
C,E,E,E,E,E,E,E,E,E,D,E,E,E,E,E,E,E,E,E,D,EveryNthDefectorPlayer_5
C,D,E,E,E,E,E,E,E,E,D,C,E,E,E,E,E,E,E,E,C,EveryNthDefectorPlayer_5
C,D,C,E,E,E,E,E,E,E,D,C,C,E,E,E,E,E,E,E,C,EveryNthDefectorPlayer_5
C,D,C,C,E,E,E,E,E,E,D,C,C,C,E,E,E,E,E,E,D,EveryNthDefectorPlayer_5
C,D,C,C,D,E,E,E,E,E,D,C,C,C,C,E,E,E,E,E,D,EveryNthDefectorPlayer_5
C,D,C,C,D,D,E,E,E,E,D,C,C,C,C,D,E,E,E,E,C,EveryNthDefectorPlayer_5
C,D,C,C,D,D,C,E,E,E,D,C,C,C,C,D,C,E,E,E,D,EveryNthDefectorPlayer_5
C,D,C,C,D,D,C,D,E,E,D,C,C,C,C,D,C,C,E,E,D,EveryNthDefectorPlayer_5
C,D,C,C,D,D,C,D,D,E,D,C,C,C,C,D,C,C,C,E,D,EveryNthDefectorPlayer_5
